City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,tukrah,32.5341,20.5791,27.08,63,0,3.82,LY,1722902954
294,colares,38.7992,-9.4469,20.74,83,0,8.6,PT,1722903247
295,hadibu,12.65,54.0333,25.38,81,34,8.86,YE,1722903249
296,akarsu,37.2355,41.0607,28.47,16,0,5.39,TR,1722903250
297,altay,47.8667,88.1167,16.91,38,0,2.62,CN,1722903095
298,kupino,54.3663,77.2981,15.31,88,24,2.81,RU,1722903252
299,kone,-21.0595,164.8658,23.84,43,4,2.0,NC,1722903255
300,al jawf,29.5,38.75,25.59,22,2,3.48,SA,1722903256
301,nanao,37.05,136.9667,30.66,87,98,2.9,JP,1722903257
302,jumla,29.2747,82.1838,15.28,93,100,0.43,NP,1722903258
303,nsanje,-16.92,35.262,19.57,74,5,1.95,MW,1722903259
304,ivdel',60.6911,60.4206,10.44,99,100,3.85,RU,1722903260
305,belmonte,-15.8631,-38.8828,22.26,73,39,3.16,BR,1722903261
306,petropavlovsk-kamchatsky,53.0452,158.6483,14.33,94,100,3.0,RU,1722903262
307,haiku-pauwela,20.9219,-156.3051,30.12,64,40,10.8,US,1722903263
308,tobruk,32.0836,23.9764,26.56,82,0,5.22,LY,1722903265
309,glace bay,46.1969,-59.957,23.27,85,40,2.57,CA,1722903266
310,ghanzi,-21.5667,21.7833,11.43,24,0,3.98,BW,1722903267
311,chegdomyn,51.1167,133.0167,23.27,82,93,2.83,RU,1722903269
312,dologon,7.8408,125.0444,24.67,87,46,0.48,PH,1722903270
313,chadan,51.2833,91.5833,14.62,84,94,0.84,RU,1722903271
314,ust'-kulom,61.6864,53.6902,11.34,91,94,2.83,RU,1722903273
315,mejit,10.2753,170.8646,28.49,78,90,5.46,MH,1722903274
316,nagqu,31.5,92.0,4.78,80,14,1.39,CN,1722903275
317,ambon,-3.6954,128.1814,28.26,95,75,1.54,ID,1722903276
318,richards bay,-28.783,32.0377,16.51,68,34,1.44,ZA,1722903151
319,hisor,38.525,68.5512,22.86,25,0,1.54,TJ,1722903278
320,statesville,35.7826,-80.8873,28.1,84,0,0.0,US,1722903280
321,amga,60.8953,131.9608,9.84,97,100,2.78,RU,1722903281
322,queenstown,-31.8976,26.8753,6.74,29,0,2.37,ZA,1722903282
323,afaahiti,-17.75,-149.2833,25.93,79,46,8.07,PF,1722903283
324,zhangye,38.9342,100.4517,21.78,48,100,6.33,CN,1722903284
325,tangermunde,52.5446,11.9765,16.64,60,95,2.24,DE,1722903285
326,cabo san lucas,22.8909,-109.9124,32.61,50,0,4.12,MX,1722903091
327,holualoa,19.6228,-155.9522,26.91,77,75,4.12,US,1722903287
328,el calafate,-50.3408,-72.2768,-0.79,88,94,0.83,AR,1722903289
329,sona,45.4388,10.8255,25.33,65,0,2.57,IT,1722903290
330,forio,40.7342,13.8646,27.51,71,4,0.89,IT,1722903291
331,quang ngai,15.1167,108.8,26.56,79,96,1.7,VN,1722903293
332,goure,13.9835,10.2704,23.72,74,100,2.98,NE,1722903294
333,serhiyivka,46.0272,30.3768,21.05,56,79,2.34,UA,1722903295
334,neiafu,-18.65,-173.9833,25.38,65,20,3.09,TO,1722903296
335,tvoroyri,61.5556,-6.8111,10.99,92,0,5.33,FO,1722903297
336,chirilagua,13.2203,-88.1386,26.4,83,8,1.03,SV,1722903298
337,kuzhener,56.8111,48.9128,15.56,86,86,2.0,RU,1722903299
338,noumea,-22.2763,166.4572,22.99,99,42,6.07,NC,1722903301
339,ebon,4.582,168.6964,28.7,73,30,4.72,MH,1722903302
340,sisimiut,66.9395,-53.6735,5.62,85,63,0.72,GL,1722903304
341,geraldton,-28.7667,114.6,9.23,87,0,6.69,AU,1722903305
342,zhezqazghan,47.7833,67.7667,22.22,39,3,2.61,KZ,1722903306
343,cape coast,5.1053,-1.2466,23.23,91,100,4.85,GH,1722903307
344,itacare,-14.2775,-38.9967,21.92,72,0,3.75,BR,1722903308
345,susuman,62.7833,148.1667,17.21,40,100,6.14,RU,1722903310
346,balqash,46.8481,74.995,22.56,45,91,3.68,KZ,1722903311
347,amalfi,6.9102,-75.0776,15.96,99,99,0.32,CO,1722903312
348,huanggang,23.677,116.9996,28.47,80,1,1.44,CN,1722903157
349,gaspe,48.8334,-64.4819,18.95,51,45,2.84,CA,1722903229
350,chonchi,-42.6128,-73.8092,7.29,96,100,2.94,CL,1722903316
351,fort st. john,56.2499,-120.8529,15.94,72,75,5.14,CA,1722903048
352,dryden,49.7833,-92.7503,21.16,43,0,2.57,CA,1722903318
353,banganapalle,15.3167,78.2333,27.05,71,100,6.44,IN,1722903319
354,piti village,13.4626,144.6933,30.39,82,20,2.57,GU,1722903296
355,bel ombre,-4.6167,55.4167,25.91,83,40,7.2,SC,1722903321
356,carauari,-4.8828,-66.8958,28.28,48,25,1.31,BR,1722903322
357,parry sound,45.3501,-80.033,22.03,68,100,2.01,CA,1722903324
358,twon-brass,4.3151,6.2418,24.57,82,98,4.15,NG,1722903325
359,at taj,24.2049,23.2857,28.68,19,8,4.42,LY,1722903327
360,saldanha,-33.0117,17.9442,6.03,79,0,4.55,ZA,1722903328
361,portland,45.5234,-122.6762,32.32,37,20,3.09,US,1722903137
362,mont-dore,-22.2833,166.5833,22.99,99,44,5.01,NC,1722903330
363,kosice,48.6667,21.3333,14.27,96,0,1.54,SK,1722903331
364,miguel ahumada,30.6167,-106.5167,29.89,33,41,14.19,MX,1722903332
365,masindi port,1.6961,32.0861,17.74,98,32,2.07,UG,1722903333
366,emmerich,51.8333,6.25,17.17,89,3,2.01,DE,1722903334
367,nedryhayliv,50.834,33.8763,18.22,58,63,1.72,UA,1722903335
368,sovetskaya gavan',48.9723,140.2878,19.57,67,41,3.82,RU,1722903337
369,sahibganj,25.25,87.65,27.95,85,100,1.61,IN,1722903338
370,tuburan,6.6439,122.2736,29.05,75,94,1.09,PH,1722903339
371,gallup,35.5281,-108.7426,28.42,44,0,1.54,US,1722903264
372,zapatoca,6.8153,-73.2677,16.42,90,100,2.15,CO,1722903341
373,thinadhoo,0.5333,72.9333,28.38,70,100,1.49,MV,1722903342
374,marka,1.7159,44.7717,23.93,77,4,7.65,SO,1722903343
375,kranuan,16.7067,103.0788,27.31,89,100,0.21,TH,1722903344
376,coos bay,43.3665,-124.2179,22.25,68,0,7.72,US,1722903345
377,khyzy,40.9058,49.0813,24.41,53,0,1.23,AZ,1722903346
378,bay harbor,30.1471,-85.6146,30.04,79,100,4.12,US,1722903347
379,broome,42.2506,-75.833,21.61,87,100,3.09,US,1722903350
380,stettler,52.3168,-112.7186,17.47,74,100,4.48,CA,1722903351
381,markaz-e hukumat-e darweshan,31.1323,64.1934,31.09,19,14,3.32,AF,1722903352
382,prince rupert,54.3161,-130.3201,16.05,90,75,6.69,CA,1722903354
383,ellsworth,44.5434,-68.4195,22.15,78,75,0.0,US,1722903356
384,sumbe,-11.2061,13.8437,19.51,93,36,1.43,AO,1722903357
385,kunshan,31.3776,120.9543,31.94,59,87,3.69,CN,1722903358
386,ta'izz,13.5,44.0,23.15,57,100,2.14,YE,1722903359
387,hun,29.1268,15.9477,31.51,18,0,6.09,LY,1722903360
388,isaka,-3.9,32.9333,18.3,28,7,1.94,TZ,1722903361
389,kamaishi,39.2667,141.8833,26.55,79,21,1.27,JP,1722903259
390,thongwa,16.7619,96.5278,25.09,90,100,1.29,MM,1722903363
391,hauterive,46.0901,3.4459,18.42,86,0,1.1,FR,1722903365
392,chibougamau,49.9168,-74.3659,15.79,48,0,2.57,CA,1722903366
393,fisterra,42.9049,-9.2629,21.12,95,70,0.37,ES,1722903367
394,douentza,14.9951,-2.9517,30.56,57,53,0.37,ML,1722903368
395,aksu,41.1231,80.2644,24.19,53,93,3.05,CN,1722903369
396,rebrikha,53.0733,82.3408,14.31,92,34,3.2,RU,1722903370
397,griffith,41.5284,-87.4237,25.59,84,0,5.14,US,1722903371
398,salmas,38.1973,44.7653,23.08,44,0,2.44,IR,1722903372
399,ain el bya,35.8039,-0.3018,26.27,42,0,1.6,DZ,1722903373
400,margate,51.3813,1.3862,16.84,82,1,4.3,GB,1722903374
401,la malbaie,47.6575,-70.1559,19.3,67,93,2.44,CA,1722903375
402,rengali,21.6333,84.05,24.02,97,100,2.9,IN,1722903376
403,timbuktu,16.7735,-3.0074,32.36,44,49,4.19,ML,1722903378
404,bathsheba,13.2167,-59.5167,27.34,89,20,3.09,BB,1722903379
405,alappuzha,9.49,76.3264,25.5,87,94,3.19,IN,1722903380
406,la villa del rosario,10.3258,-72.3134,27.93,69,85,5.55,VE,1722903381
407,poronaysk,49.2167,143.1167,16.09,89,81,4.28,RU,1722903383
408,mweka,-4.85,21.5667,22.77,44,43,1.24,CD,1722903372
409,kerikeri,-35.2268,173.9474,16.62,71,42,2.24,NZ,1722903385
410,alaghsas,17.0187,8.0168,30.33,55,61,3.69,NE,1722903386
411,berezovka,53.7214,25.4993,15.02,92,100,0.73,BY,1722903387
412,khodzha-maston,38.7446,68.627,17.68,30,1,3.26,TJ,1722903388
413,valdivia,-39.8142,-73.2459,8.05,97,100,1.33,CL,1722903308
414,kajaani,64.2273,27.7285,10.03,93,0,1.54,FI,1722903391
415,quellon,-43.1167,-73.6167,7.12,98,100,1.44,CL,1722903392
416,opuwo,-18.0607,13.84,15.55,39,0,1.13,NA,1722903393
417,nemuro,43.3236,145.575,16.96,98,93,3.19,JP,1722903394
418,celestun,20.8667,-90.4,29.26,75,82,4.89,MX,1722903395
419,vicksburg,32.3526,-90.8779,34.13,64,0,1.54,US,1722903396
420,conselheiro lafaiete,-20.6603,-43.7861,18.04,59,84,0.75,BR,1722903023
421,kununurra,-15.7667,128.7333,25.99,53,51,2.57,AU,1722903398
422,bontang,0.1333,117.5,25.53,88,100,2.45,ID,1722903399
423,gedo,9.0167,37.45,11.15,97,100,0.89,ET,1722903400
424,cidreira,-30.1811,-50.2056,16.04,98,94,4.76,BR,1722903401
425,sydney mines,46.2367,-60.2177,22.97,86,40,2.57,CA,1722903402
426,fyodorovka,53.6314,62.7078,17.24,96,100,3.98,KZ,1722903404
427,port alberni,49.2413,-124.8028,27.29,36,2,0.58,CA,1722903305
428,el granada,37.5027,-122.4694,24.54,72,75,8.75,US,1722903406
429,halifax,44.6453,-63.5724,22.05,83,59,1.86,CA,1722903193
430,andergrove,-21.0833,149.1833,23.05,76,23,2.37,AU,1722903408
431,novyy urgal,51.0736,132.5642,22.57,86,99,2.95,RU,1722903409
432,dembi dolo,8.5333,34.8,14.37,96,100,0.2,ET,1722903374
433,baker city,44.7749,-117.8344,33.1,40,0,5.66,US,1722903412
434,gadzhiyevo,69.2551,33.3362,7.61,74,5,1.62,RU,1722903413
435,kabansk,52.0486,106.6528,16.33,72,19,2.52,RU,1722903414
436,gillette,44.2911,-105.5022,30.62,30,0,4.63,US,1722903415
437,gornozavodsk,58.3758,58.3211,12.17,98,68,1.1,RU,1722903133
438,arteche,12.2645,125.4048,26.86,89,100,1.1,PH,1722903417
439,candelaria,13.9311,121.4233,25.61,88,100,1.56,PH,1722903418
440,coron,11.9986,120.2043,27.07,87,100,3.1,PH,1722903419
441,kodinsk,58.6881,99.1844,17.24,67,7,1.7,RU,1722903420
442,tonghae,37.5439,129.1069,27.54,81,17,0.56,KR,1722903421
443,obanazawa,38.6033,140.4019,29.09,88,88,0.84,JP,1722903422
444,labasa,-16.4167,179.3833,26.96,51,32,2.68,FJ,1722903423
445,yallahs,17.8748,-76.5624,31.85,85,19,3.4,JM,1722903424
446,anatuya,-28.4606,-62.8347,19.59,59,0,2.9,AR,1722903425
447,male,4.1748,73.5089,28.97,79,75,3.6,MV,1722903426
448,pasuquin,18.3328,120.6177,28.97,79,75,2.06,PH,1722903427
449,acarau,-2.8856,-40.12,25.3,80,99,7.57,BR,1722903428
450,lagos,6.5833,3.75,25.18,82,100,2.79,NG,1722903429
451,tindouf,27.6711,-8.1474,35.25,9,1,5.14,DZ,1722903430
452,kostomuksha,64.571,30.5767,8.84,76,98,2.29,RU,1722903432
453,carandai,-20.9536,-43.8064,18.24,55,91,1.9,BR,1722903433
454,xingcheng,40.6167,120.7167,26.19,83,6,0.48,CN,1722903145
455,puerto san jose,13.9256,-90.8244,31.03,75,75,2.06,GT,1722903435
456,praia da vitoria,38.7333,-27.0667,25.14,83,20,1.76,PT,1722903436
457,ugoofaaru,5.6667,73.0,27.92,77,100,3.63,MV,1722903437
458,ambodifotatra,-16.9833,49.85,19.61,93,60,1.68,MG,1722903438
459,moyale,3.5167,39.0584,21.88,45,86,7.06,KE,1722903439
460,robore,-18.3333,-59.75,26.14,33,22,1.45,BO,1722903441
461,sinop,41.7711,34.8709,16.7,95,66,0.77,TR,1722903442
462,al ghayzah,16.2079,52.176,24.69,90,80,1.06,YE,1722903443
463,tidjikja,18.5564,-11.4271,30.35,52,57,4.87,MR,1722903444
464,clarkston heights-vineland,46.3874,-117.083,37.47,22,0,2.06,US,1722903445
465,nahrin,36.0649,69.1334,24.63,27,0,1.75,AF,1722903447
466,piton saint-leu,-21.2196,55.3151,17.06,52,0,4.63,RE,1722903448
467,port douglas,-16.4833,145.4667,22.45,72,8,3.43,AU,1722903449
468,capitan bado,-23.2667,-55.5333,24.22,35,12,3.35,PY,1722903450
469,dunedin,-45.8742,170.5036,11.03,55,18,0.99,NZ,1722903211
470,pangai,-19.8,-174.35,25.06,53,20,2.57,TO,1722903453
471,nytva,57.9404,55.334,13.94,97,44,1.31,RU,1722903454
472,isangel,-19.55,169.2667,24.06,60,40,1.03,VU,1722903455
473,nago,26.5881,127.9761,30.25,82,94,5.19,JP,1722903457
474,kuragino,53.8975,92.6725,15.3,94,100,1.92,RU,1722903458
475,rokytne,51.2796,27.214,16.45,94,100,1.99,UA,1722903459
476,minab,27.1467,57.0801,31.28,65,90,0.49,IR,1722903460
477,cole harbour,44.6724,-63.4751,21.21,85,58,1.54,CA,1722903461
478,nabire,-3.3667,135.4833,27.04,78,46,0.5,ID,1722903462
479,mili,6.0815,171.735,28.11,76,54,4.13,MH,1722903463
480,muravlenko,63.7898,74.523,8.58,84,78,4.73,RU,1722903464
481,yuzhno-kurilsk,44.0306,145.8556,17.14,98,100,2.89,RU,1722903465
482,sur,22.5667,59.5289,28.76,70,100,3.83,OM,1722903466
483,dese,11.1333,39.6333,12.28,91,100,1.68,ET,1722903467
484,plastun,44.7561,136.2939,20.37,64,47,1.95,RU,1722903468
485,sirte,31.2089,16.5887,27.88,64,0,6.38,LY,1722903469
486,menongue,-14.6585,17.691,13.43,29,0,0.59,AO,1722903470
487,colotlan,22.1,-103.2667,30.3,36,12,3.29,MX,1722903471
488,zakamensk,50.3741,103.2863,14.29,93,77,0.28,RU,1722903472
489,kiiminki,65.1314,25.7974,14.81,100,96,2.15,FI,1722903473
490,mount isa,-20.7333,139.5,19.87,49,40,5.14,AU,1722903287
491,bandar-e genaveh,29.5791,50.517,32.96,56,22,3.15,IR,1722903476
492,laguna,38.421,-121.4238,38.58,21,0,5.14,US,1722903477
493,trairi,-3.2778,-39.2689,25.39,79,98,5.65,BR,1722903367
494,skowhegan,44.7651,-69.7192,21.32,92,100,0.65,US,1722903479
495,namsos,64.4662,11.4957,19.03,72,53,2.57,NO,1722903480
496,terenos,-20.4422,-54.8603,24.84,41,0,4.12,BR,1722903481
497,shingu,33.7333,135.9833,30.59,70,30,1.1,JP,1722903482
498,kapit,2.0167,112.9333,25.14,86,69,0.27,MY,1722903483
499,jamalpur,24.9167,89.9333,25.6,96,100,4.0,BD,1722903484
500,newman,37.3138,-121.0208,38.13,8,18,3.13,US,1722903448
501,ocean shores,46.9737,-124.1563,19.97,75,100,5.14,US,1722903239
502,juneau,58.3019,-134.4197,27.28,100,0,4.12,US,1722903226
503,shanwei,22.782,115.3475,28.91,78,56,1.25,CN,1722903489
504,popondetta,-8.7537,148.2534,29.46,62,97,1.35,PG,1722903490
505,villa gesell,-37.2639,-56.973,12.25,90,88,7.6,AR,1722903446
506,tralee,52.2704,-9.7026,10.92,96,3,2.37,IE,1722903407
507,civitavecchia,42.0933,11.7967,26.36,79,6,2.02,IT,1722903495
508,dul'durga,50.6761,113.5931,19.05,48,55,1.59,RU,1722903496
509,greymouth,-42.4667,171.2,11.21,68,10,0.26,NZ,1722903497
510,zeya,53.75,127.2667,19.34,87,96,1.77,RU,1722903498
511,nanping,26.645,118.1736,27.98,80,20,0.6,CN,1722903499
512,sao jose da coroa grande,-8.8978,-35.1478,24.06,71,19,5.39,BR,1722903500
513,brookings,44.3114,-96.7984,17.25,95,100,6.69,US,1722903393
514,bosansko grahovo,44.1794,16.3639,16.0,65,20,2.27,BA,1722903502
515,flying fish cove,-10.4217,105.6791,22.82,100,100,5.66,CX,1722903503
516,bandon,51.7469,-8.7425,11.77,92,9,2.18,IE,1722903392
517,wimpassing,48.1648,13.9863,19.15,74,67,3.09,AT,1722903506
518,amahai,-3.3333,128.9167,25.62,86,100,1.44,ID,1722903507
519,bayganin,48.6947,55.8742,25.23,32,6,3.19,KZ,1722903508
520,sarupathar,26.1984,93.8094,24.83,96,100,0.46,IN,1722903509
521,north bend,43.4065,-124.2243,22.21,68,0,7.72,US,1722903510
522,fort stockton,30.894,-102.8793,33.03,34,0,7.2,US,1722903511
523,ballito,-29.539,31.2144,16.08,72,75,1.54,ZA,1722903512
524,san pedro pochutla,15.7333,-96.4667,30.4,81,74,1.28,MX,1722903513
525,miltenberg,49.7039,9.2644,17.27,87,9,1.34,DE,1722903514
526,kailua-kona,19.6406,-155.9956,28.98,77,75,4.12,US,1722903515
527,namie,37.4833,141.0,31.51,73,20,2.38,JP,1722903517
528,mios,44.6049,-0.9333,20.25,82,0,1.54,FR,1722903518
529,mobaye,4.319,21.1786,21.56,96,86,0.18,CF,1722903519
530,qibray,41.3897,69.465,22.27,29,4,2.13,UZ,1722903520
531,harper,4.375,-7.7169,23.82,87,92,2.8,LR,1722903521
532,nikel,69.4128,30.222,9.1,77,30,1.37,RU,1722903522
533,pirallahi,40.4723,50.333,26.08,76,0,1.66,AZ,1722903523
534,mamuju,-2.6748,118.8885,27.12,80,47,1.47,ID,1722903524
535,quatre cocos,-20.2078,57.7625,19.49,78,32,2.82,MU,1722903525
536,aral,40.5156,81.2636,26.34,40,65,3.6,CN,1722903526
537,isla del bosque,22.7333,-105.85,30.56,71,30,4.47,MX,1722903527
538,tambura,5.6,27.4667,20.06,94,100,1.61,SS,1722903528
539,dilling,12.05,29.65,22.24,85,82,5.49,SD,1722903529
540,kasamwa,-2.85,32.4333,18.71,32,8,1.48,TZ,1722903530
541,tawau,4.2498,117.8871,27.07,88,82,1.87,MY,1722903531
542,tezu,27.9167,96.1667,24.38,91,74,1.17,IN,1722903532
543,saint-jean-de-monts,46.7833,-2.0667,19.27,91,2,3.54,FR,1722903533
544,kalispell,48.1958,-114.3129,25.02,57,0,1.54,US,1722903535
545,guercif,34.2257,-3.3536,28.67,44,54,0.45,MA,1722903479
546,khovd,48.0056,91.6419,18.85,33,0,1.76,MN,1722903537
547,waddan,29.1614,16.139,31.15,19,0,6.31,LY,1722903538
548,corinto,37.9407,22.9573,25.5,65,5,0.42,GR,1722903540
549,nyurba,63.2842,118.3319,18.66,63,57,2.94,RU,1722903541
550,nacogdoches,31.6002,-94.6335,33.89,55,40,1.54,US,1722903161
551,shagonar,51.5333,92.8,15.72,85,100,0.61,RU,1722903543
552,taulaga,-11.0553,-171.0883,27.37,78,48,4.9,AS,1722903544
553,suva,-18.1416,178.4415,24.71,53,20,3.09,FJ,1722903545
554,west melbourne,28.0717,-80.6534,28.89,83,0,8.49,US,1722903546
555,ushtobe,45.2514,77.9838,22.99,24,90,2.35,KZ,1722903547
556,forster,-32.1667,152.5167,16.27,74,52,5.24,AU,1722903548
557,ola,59.5833,151.2833,13.79,80,100,5.34,RU,1722903549
558,walvis bay,-22.9575,14.5053,10.05,87,0,2.69,NA,1722903550
559,nizhniy ingash,56.2,96.53,17.75,91,29,1.52,RU,1722903551
560,noosa heads,-26.3833,153.15,21.17,64,91,4.53,AU,1722903552
561,waingapu,-9.6567,120.2641,25.84,70,41,6.26,ID,1722903553
562,regina,50.4501,-104.6178,19.99,56,40,6.69,CA,1722903346
563,obo,5.3998,26.4869,19.55,96,100,1.47,CF,1722903555
564,vetluzhskiy,58.3902,45.4654,12.94,99,56,1.69,RU,1722903556
565,strugi-krasnyye,58.2675,29.1114,13.47,95,87,0.85,RU,1722903557
566,praia,14.9215,-23.5087,25.89,85,73,2.33,CV,1722903315
567,swakopmund,-22.6833,14.5333,9.99,85,0,1.64,NA,1722903559
568,waterloo,43.4668,-80.5164,22.93,83,75,3.6,CA,1722903482
569,nishifukuma,33.7667,130.4667,32.94,68,6,1.45,JP,1722903562
570,caleta de carquin,-11.0925,-77.6267,17.22,83,29,5.74,PE,1722903563
571,kas,36.2018,29.6377,27.57,52,0,1.0,TR,1722903564
572,skovorodino,53.9833,123.9167,18.44,77,5,2.26,RU,1722903565
573,kingston,17.997,-76.7936,31.53,74,20,3.09,JM,1722903392
574,natal,-5.795,-35.2094,23.36,83,0,2.57,BR,1722903314
575,noyabrsk,63.1994,75.4507,10.23,86,100,7.01,RU,1722903568
576,carrboro,35.9101,-79.0753,27.03,86,100,3.43,US,1722903569
577,jinchang,38.4953,102.1739,20.36,57,100,7.71,CN,1722903571
578,yelizovo,53.1873,158.3805,16.08,88,75,3.0,RU,1722903572
579,betio village,1.358,172.9211,32.02,65,74,5.64,KI,1722903573
580,eastham,41.8301,-69.9739,25.55,85,0,3.09,US,1722903574
581,mersing,2.4312,103.8405,23.95,94,20,2.57,MY,1722903576
582,priargunsk,50.3691,119.1012,19.76,74,82,1.2,RU,1722903577
583,buala,-8.145,159.5921,26.62,85,100,4.8,SB,1722903578
584,wakkanai,45.4094,141.6739,19.99,88,75,3.6,JP,1722903579
585,xinyuan,37.3,99.0,9.34,80,97,1.43,CN,1722903580
586,kalianget,-7.05,113.9333,26.42,71,84,4.88,ID,1722903581
587,hovd,48.0056,91.6419,18.85,33,0,1.76,MN,1722903582
588,takoradi,4.8845,-1.7554,22.93,91,100,1.48,GH,1722903342
589,barro,-6.7167,-38.8667,26.59,33,68,2.34,BR,1722903584
590,usakos,-22.0,15.6,17.71,16,0,1.95,NA,1722903585
